,flux,lambda_obs,lambda_rest
39867,1.2678481,7073.0966641403675,7096.7295
39868,1.2683346,7073.212974738898,7096.846
39869,1.2679727,7073.333178579221,7096.967
39870,1.2672284,7073.449975832976,7097.084
39871,1.2676636,7073.566286431506,7097.2007
39872,1.2676636,7073.686976927053,7097.322
39873,1.2688714,7073.803287525584,7097.4385
39874,1.2688714,7073.923491365907,7097.559
39875,1.2694254,7074.040288619662,7097.6763
39876,1.2677765,7074.156599218193,7097.793
39877,1.2677765,7074.277289713739,7097.914
39878,1.2677765,7074.393600312271,7098.031
39879,1.2677765,7074.509910910801,7098.1475
39880,1.2663268,7074.630601406348,7098.2686
39881,1.2663268,7074.746912004879,7098.3853
39882,1.2683526,7074.867602500426,7098.5063
39883,1.2683526,7074.983913098957,7098.623
39884,1.267885,7075.100223697487,7098.7397
39885,1.2688816,7075.220914193034,7098.861
39886,1.2688816,7075.337224791565,7098.9775
39887,1.2697724,7075.45402204532,7099.0947
39888,1.2697724,7075.574225885643,7099.2153
39889,1.2714839,7075.691023139398,7099.3325
39890,1.2742405,7075.81122697972,7099.453
39891,1.2742405,7075.928024233475,7099.5703
39892,1.2742405,7076.044334832007,7099.687
39893,1.2742405,7076.164538672329,7099.8076
39894,1.2734832,7076.2813359260845,7099.925
39895,1.2734832,7076.397646524615,7100.0415
39896,1.2718554,7076.518337020162,7100.1626
39897,1.2718554,7076.634647618693,7100.2793
39898,1.272378,7076.75533811424,7100.4004
39899,1.2723325,7076.87164871277,7100.517
39900,1.2723325,7076.988445966525,7100.6343
39901,1.2721723,7077.108649806848,7100.755
39902,1.2721723,7077.225447060603,7100.872
39903,1.272578,7077.345650900926,7100.9927
39904,1.276373,7077.462448154681,7101.11
39905,1.276373,7077.578758753211,7101.2266
39906,1.276373,7077.699449248758,7101.3477
39907,1.276373,7077.815759847289,7101.4644
39908,1.2741071,7077.932557101044,7101.5815
39909,1.2741071,7078.052760941367,7101.702
39910,1.279953,7078.169558195122,7101.8193
39911,1.279953,7078.290248690669,7101.9404
39912,1.2797748,7078.406559289199,7102.057
39913,1.2795994,7078.523356542954,7102.1743
39914,1.2802023,7078.643560383277,7102.295
39915,1.2809083,7078.760357637032,7102.412
39916,1.2829946,7078.876668235563,7102.529
39917,1.2800357,7078.99735873111,7102.65
39918,1.2800357,7079.11366932964,7102.7666
39919,1.2800357,7079.234359825187,7102.8877
39920,1.2800357,7079.351157078942,7103.005
39921,1.2789289,7079.467467677473,7103.1216
39922,1.2789289,7079.58815817302,7103.2427
39923,1.2786402,7079.704468771551,7103.3594
39924,1.2780167,7079.821266025306,7103.4766
39925,1.2780167,7079.941469865628,7103.597
39926,1.2785072,7080.058267119383,7103.7144
39927,1.2785072,7080.17895761493,7103.8354
39928,1.2787064,7080.295268213461,7103.952
39929,1.2779171,7080.412065467216,7104.0693
39930,1.2811514,7080.532269307539,7104.19
39931,1.2809757,7080.649066561294,7104.307
39932,1.2809757,7080.769757056841,7104.428
39933,1.2809757,7080.886067655371,7104.545
39934,1.2809757,7081.002864909126,7104.662
39935,1.2837862,7081.1235554046725,7104.783
39936,1.2837862,7081.239866003204,7104.9
39937,1.2833729,7081.356663256959,7105.017
39938,1.2820983,7081.476867097282,7105.1377
39939,1.2820983,7081.593664351037,7105.255
39940,1.2807857,7081.714354846583,7105.376
39941,1.2807857,7081.830665445114,7105.4927
39942,1.2799401,7081.9474626988695,7105.61
39943,1.2799401,7082.068153194416,7105.731
39944,1.2764467,7082.184463792947,7105.8477
39945,1.2772998,7082.301261046701,7105.965
39946,1.2772998,7082.421951542248,7106.086
39947,1.2772998,7082.538262140779,7106.2026
39948,1.2772998,7082.658952636326,7106.3237
39949,1.2747353,7082.775749890081,7106.441
39950,1.2747353,7082.892547143836,7106.558
39951,1.2733077,7083.012750984159,7106.6787
39952,1.2733077,7083.129548237914,7106.796
39953,1.2743865,7083.246345491669,7106.913
39954,1.2740301,7083.366549331991,7107.0337
39955,1.2740301,7083.483346585746,7107.151
39956,1.2728873,7083.6040370812925,7107.272
39957,1.2728873,7083.720834335048,7107.389
39958,1.2727606,7083.837144933578,7107.506
39959,1.2712679,7083.957835429125,7107.627
39960,1.2712679,7084.07463268288,7107.744
39961,1.2712679,7084.194836523203,7107.8647
39962,1.2712679,7084.311633776958,7107.982
39963,1.2713898,7084.428431030713,7108.099
39964,1.2713898,7084.549121526259,7108.22
39965,1.2702106,7084.665432124791,7108.337
39966,1.2702106,7084.782229378546,7108.454
39967,1.2690879,7084.902919874092,7108.575
39968,1.2699326,7085.019717127847,7108.6924
39969,1.2699326,7085.1399209681695,7108.813
39970,1.2684706,7085.2567182219245,7108.93
39971,1.2684706,7085.37351547568,7109.0474
39972,1.2699093,7085.494205971227,7109.1685
39973,1.2671858,7085.611003224982,7109.2856
39974,1.2671858,7085.727313823512,7109.4023
39975,1.2671858,7085.848004319059,7109.5234
39976,1.2671858,7085.9648015728135,7109.6406
39977,1.2686255,7086.0854920683605,7109.7617
39978,1.2686255,7086.202289322116,7109.879
39979,1.2707229,7086.318599920646,7109.9956
39980,1.2707229,7086.439290416193,7110.1167
39981,1.2690023,7086.556087669948,7110.234
39982,1.2683945,7086.676778165494,7110.355
39983,1.2679709,7086.7935754192495,7110.472
39984,1.2674425,7086.9103726730045,7110.5894
39985,1.2674264,7087.030576513327,7110.71
39986,1.2624307,7087.147373767082,7110.827
39987,1.2624307,7087.264171020837,7110.9443
39988,1.2624307,7087.384861516384,7111.0654
39989,1.2624307,7087.501658770138,7111.1826
39990,1.2636173,7087.622349265685,7111.3037
39991,1.2636173,7087.738659864216,7111.4204
39992,1.2621403,7087.855457117971,7111.5376
39993,1.2613906,7087.976147613518,7111.6587
39994,1.2613906,7088.092944867273,7111.776
39995,1.2612076,7088.209742121028,7111.893
39996,1.2612076,7088.330432616574,7112.014
39997,1.2604742,7088.4472298703295,7112.1313
39998,1.2612175,7088.5679203658765,7112.2524
39999,1.2615962,7088.684230964407,7112.369
40000,1.2571678,7088.801028218162,7112.4863
40001,1.2571678,7088.921718713709,7112.6074
40002,1.2571678,7089.038515967463,7112.7246
40003,1.2571678,7089.155313221218,7112.842
40004,1.2546412,7089.276003716765,7112.963
40005,1.2546412,7089.3928009705205,7113.08
40006,1.2556584,7089.513491466067,7113.201
40007,1.2548275,7089.630288719822,7113.3184
40008,1.2548275,7089.747085973577,7113.4355
40009,1.2546651,7089.867776469124,7113.5566
40010,1.2546651,7089.984573722879,7113.674
40011,1.2521758,7090.104777563201,7113.7944
40012,1.2521758,7090.2215748169565,7113.9116
40013,1.2556204,7090.338372070711,7114.029
40014,1.2552639,7090.459062566258,7114.15
40015,1.2552639,7090.575859820013,7114.267
40016,1.2552639,7090.692657073768,7114.3843
40017,1.2552639,7090.813347569314,7114.5054
40018,1.2506523,7090.930144823069,7114.6226
40019,1.2506523,7091.050835318616,7114.7437
40020,1.2501748,7091.167632572371,7114.861
40021,1.2502042,7091.284429826126,7114.978
40022,1.2489918,7091.405120321672,7115.099
40023,1.2497369,7091.521917575427,7115.2163
40024,1.2497369,7091.638714829182,7115.3335
40025,1.2504938,7091.759405324729,7115.4546
40026,1.2504938,7091.876202578484,7115.572
40027,1.2511724,7091.996893074031,7115.693
40028,1.2531973,7092.113690327786,7115.81
40029,1.2531973,7092.230487581541,7115.9272
40030,1.2531973,7092.351178077087,7116.0483
40031,1.2531973,7092.467975330842,7116.1655
40032,1.2586881,7092.584772584597,7116.2827
40033,1.2586881,7092.705463080144,7116.404
40034,1.2582742,7092.822260333899,7116.521
40035,1.2582742,7092.942950829445,7116.642
40036,1.2574186,7093.0597480832,7116.7593
40037,1.2576555,7093.176545336955,7116.8765
40038,1.2576555,7093.297235832502,7116.9976
40039,1.2584454,7093.4140330862565,7117.1147
40040,1.2584454,7093.535210237028,7117.2363
40041,1.2572418,7093.652007490782,7117.3535
40042,1.260517,7093.768804744537,7117.4707
40043,1.260517,7093.889495240084,7117.592
40044,1.260517,7094.006292493839,7117.709
40045,1.260517,7094.123089747594,7117.826
40046,1.2598438,7094.2437802431405,7117.9473
40047,1.2598438,7094.3605774968955,7118.0645
40048,1.2613508,7094.481267992443,7118.1855
40049,1.2613508,7094.598065246198,7118.3027
40050,1.2628548,7094.714862499952,7118.42
40051,1.2624526,7094.835552995499,7118.541
40052,1.2634418,7094.952836904477,7118.6587
40053,1.2634012,7095.0696341582325,7118.776
40054,1.2636241,7095.1903246537795,7118.897
40055,1.2616282,7095.307121907535,7119.014
40056,1.2616282,7095.427812403081,7119.1353
40057,1.2616282,7095.544609656836,7119.2524
40058,1.2616282,7095.661406910591,7119.3696
40059,1.2616282,7095.782097406138,7119.4907
40060,1.262287,7095.899381315116,7119.6084
40061,1.2618996,7096.0161785688715,7119.7256
40062,1.2610016,7096.1368690644185,7119.8467
40063,1.2610016,7096.253666318173,7119.964
40064,1.2596601,7096.37435681372,7120.085
40065,1.2596601,7096.491154067475,7120.202
40066,1.2601408,7096.60795132123,7120.3193
40067,1.2603972,7096.729128472,7120.441
40068,1.2603921,7096.8459257257555,7120.558
40069,1.2549696,7096.966616221302,7120.679
40070,1.2549696,7097.083413475057,7120.7964
40071,1.2549696,7097.200210728812,7120.9136
40072,1.2549696,7097.321387879582,7121.035
40073,1.2540852,7097.438185133337,7121.1523
40074,1.2540852,7097.554982387092,7121.2695
40075,1.2546178,7097.675672882639,7121.3906
40076,1.2546166,7097.792470136394,7121.508
40077,1.2546166,7097.913647287165,7121.6294
40078,1.253647,7098.030444540919,7121.7466
40079,1.253647,7098.147241794674,7121.864
40080,1.2510407,7098.267932290221,7121.985
40081,1.2488792,7098.384729543976,7122.102
40082,1.2446375,7098.502013452955,7122.2197
40083,1.243729,7098.622703948502,7122.341
40084,1.243729,7098.739501202257,7122.458
40085,1.243729,7098.860191697803,7122.579
40086,1.243729,7098.977475606783,7122.697
40087,1.2406113,7099.094272860537,7122.814
40088,1.2406113,7099.214963356084,7122.935
40089,1.2379658,7099.331760609839,7123.0522
40090,1.2365228,7099.4529377606095,7123.174
40091,1.2362057,7099.569735014365,7123.291
40092,1.2356036,7099.68653226812,7123.408
40093,1.2356036,7099.807222763666,7123.5293
40094,1.2354585,7099.924506672645,7123.647
40095,1.2354585,7100.041303926399,7123.764
40096,1.2325475,7100.1619944219465,7123.8853
40097,1.2357999,7100.279278330925,7124.003
40098,1.2357999,7100.399968826472,7124.124
40099,1.2357999,7100.516766080227,7124.241
40100,1.2357999,7100.633563333982,7124.3584
40101,1.2357056,7100.754740484753,7124.48
40102,1.2357056,7100.871537738508,7124.597
40103,1.2362422,7100.988334992263,7124.7144
40104,1.2362422,7101.1095121430335,7124.836
40105,1.2364148,7101.226309396789,7124.953
40106,1.236027,7101.346999892335,7125.074
40107,1.236027,7101.464283801314,7125.192
40108,1.2393701,7101.581081055068,7125.309
40109,1.2393701,7101.701771550615,7125.43
40110,1.243987,7101.819055459594,7125.548
40111,1.247182,7101.935852713349,7125.665
40112,1.247182,7102.056543208896,7125.786
40113,1.247182,7102.173827117875,7125.904
40114,1.247182,7102.294517613422,7126.025
40115,1.2509642,7102.411314867177,7126.142
40116,1.2509642,7102.528598776155,7126.26
40117,1.2543719,7102.649289271702,7126.381
40118,1.2543719,7102.766573180681,7126.4985
40119,1.2551634,7102.887263676228,7126.6196
40120,1.2577938,7103.004060929983,7126.737
40121,1.2596633,7103.121344838962,7126.8545
40122,1.2601169,7103.242035334509,7126.9756
40123,1.2608423,7103.358832588263,7127.093
40124,1.2623473,7103.476116497242,7127.2104
40125,1.2623473,7103.5968069927885,7127.3315
40126,1.2623473,7103.714090901768,7127.449
40127,1.2623473,7103.834781397314,7127.5703
40128,1.2623473,7103.952065306294,7127.688
40129,1.2631258,7104.068862560048,7127.805
40130,1.2635322,7104.189553055595,7127.9263
40131,1.2632418,7104.306836964573,7128.044
40132,1.2632418,7104.4236342183285,7128.161
40133,1.2646159,7104.544811369099,7128.2827
40134,1.2646159,7104.661608622854,7128.4
40135,1.2640887,7104.782785773625,7128.5215
40136,1.263508,7104.89958302738,7128.6387
40137,1.2634282,7105.016380281135,7128.756
40138,1.2603694,7105.137557431905,7128.8774
40139,1.2603694,7105.2543546856605,7128.9946
40140,1.2603694,7105.371638594639,7129.1123
40141,1.2603694,7105.492329090186,7129.2334
40142,1.258287,7105.609612999165,7129.351
40143,1.258287,7105.730303494712,7129.472
40144,1.2551848,7105.84758740369,7129.59
40145,1.2565603,7105.964384657445,7129.707
40146,1.2565603,7106.085561808216,7129.8286
40147,1.25294,7106.202359061971,7129.946
40148,1.25294,7106.323536212742,7130.0674
40149,1.2503415,7106.440333466497,7130.1846
40150,1.2493979,7106.557617375475,7130.3022
40151,1.2470258,7106.678307871022,7130.4233
40152,1.2474887,7106.795591780001,7130.541
40153,1.2474887,7106.912389033756,7130.658
40154,1.2474887,7107.0335661845265,7130.78
40155,1.2474887,7107.150363438282,7130.897
40156,1.2482293,7107.271540589052,7131.0186
40157,1.2482293,7107.388337842807,7131.1357
40158,1.2487676,7107.505621751787,7131.2534
40159,1.2468754,7107.626312247333,7131.3745
40160,1.2460405,7107.743596156312,7131.492
40161,1.2471408,7107.8603934100665,7131.6094
40162,1.2471408,7107.981570560838,7131.731
40163,1.2451205,7108.098854469817,7131.8486
40164,1.2451205,7108.219544965364,7131.9697
40165,1.2436025,7108.336828874342,7132.0874
40166,1.2396938,7108.453626128097,7132.2046
40167,1.2396938,7108.574803278868,7132.326
40168,1.2396938,7108.691600532623,7132.4434
40169,1.2396938,7108.808884441602,7132.561
40170,1.2418133,7108.930061592372,7132.6826
40171,1.2418133,7109.046858846127,7132.8
40172,1.241391,7109.168035996898,7132.9214
40173,1.241391,7109.284833250653,7133.0386
40174,1.2421845,7109.402117159631,7133.1562
40175,1.2399131,7109.523294310402,7133.278
40176,1.2399131,7109.640091564157,7133.395
40177,1.2428482,7109.761268714928,7133.5166
40178,1.2428482,7109.878065968683,7133.634
40179,1.2428608,7109.995349877662,7133.7515
40180,1.2484537,7110.116527028433,7133.873
40181,1.2484537,7110.233324282188,7133.99
40182,1.2484537,7110.350608191166,7134.108
40183,1.2484537,7110.471785341937,7134.2295
40184,1.2467,7110.588582595692,7134.3467
40185,1.2467,7110.709759746463,7134.4683
40186,1.2501905,7110.827043655441,7134.586
40187,1.2501905,7110.943840909196,7134.703
40188,1.2508587,7111.065018059967,7134.8247
40189,1.2516824,7111.181815313722,7134.942
40190,1.2519394,7111.2990992227005,7135.0596
40191,1.2534753,7111.420276373472,7135.181
40192,1.253898,7111.537560282451,7135.299
40193,1.2564884,7111.658250777998,7135.42
40194,1.2578253,7111.775534686976,7135.5376
40195,1.2578253,7111.892818595955,7135.6553
40196,1.2578253,7112.013509091502,7135.7764
40197,1.2578253,7112.1307930004805,7135.894
40198,1.2566003,7112.251970151251,7136.0156
40199,1.2590576,7112.368767405006,7136.133
40200,1.2574503,7112.486051313985,7136.2505
40201,1.2574503,7112.607228464756,7136.372
40202,1.2591759,7112.72402571851,7136.4893
40203,1.2591759,7112.84130962749,7136.607
40204,1.2594936,7112.96248677826,7136.7285
40205,1.2602683,7113.079770687239,7136.846
40206,1.2611026,7113.200461182786,7136.9673
40207,1.2610271,7113.317745091765,7137.085
40208,1.2610271,7113.435029000744,7137.2026
40209,1.2610271,7113.556206151515,7137.324
40210,1.2610271,7113.67300340527,7137.4414
40211,1.263822,7113.790287314248,7137.559
40212,1.263822,7113.911464465019,7137.6807
40213,1.2625108,7114.028748373998,7137.7983
40214,1.2603403,7114.149438869545,7137.9194
40215,1.2603403,7114.266722778523,7138.037
40216,1.2619638,7114.384006687503,7138.155
40217,1.2619638,7114.505183838273,7138.2764
40218,1.2623117,7114.621981092028,7138.3936
40219,1.2619468,7114.739265001007,7138.511
40220,1.2606302,7114.8604421517775,7138.633
40221,1.2606845,7114.977726060756,7138.7505
40222,1.2606845,7115.098903211528,7138.872
40223,1.2606845,7115.215700465282,7138.9893
40224,1.2606845,7115.332984374261,7139.107
40225,1.2636266,7115.454161525032,7139.2285
40226,1.2636266,7115.5714454340105,7139.346
40227,1.264079,7115.692622584781,7139.468
40228,1.2679653,7115.8099064937605,7139.5854
40229,1.2675039,7115.926703747515,7139.7026
40230,1.2684263,7116.047880898286,7139.824
40231,1.2684263,7116.165164807265,7139.942
40232,1.2670952,7116.282448716243,7140.0596
40233,1.2670952,7116.403625867014,7140.181
40234,1.2680205,7116.5209097759935,7140.299
40235,1.2670283,7116.64160027154,7140.42
40236,1.2670283,7116.758884180519,7140.5376
40237,1.2670283,7116.876168089498,7140.6553
40238,1.2670283,7116.997345240268,7140.777
40239,1.2647431,7117.114629149247,7140.8945
40240,1.2647431,7117.231913058226,7141.012
40241,1.2636087,7117.353090208997,7141.134
40242,1.2636087,7117.469887462752,7141.251
40243,1.2622302,7117.591064613523,7141.3726
40244,1.2628818,7117.708348522501,7141.49
40245,1.2628818,7117.825632431481,7141.608
40246,1.2641544,7117.946809582251,7141.7295
40247,1.2641544,7118.06409349123,7141.847
40248,1.2595338,7118.1813774002085,7141.965
40249,1.2585505,7118.302554550979,7142.0864
40250,1.2585505,7118.419838459959,7142.204
40251,1.2585505,7118.541015610729,7142.3257
40252,1.2585505,7118.657812864484,7142.443
40253,1.2559967,7118.775096773463,7142.5605
40254,1.2559967,7118.896273924233,7142.682
40255,1.2563134,7119.013557833213,7142.8
40256,1.2563134,7119.134734983983,7142.9214
40257,1.2579259,7119.252018892962,7143.039
40258,1.2569622,7119.369302801941,7143.1567
40259,1.2569622,7119.490479952711,7143.2783
40260,1.2552497,7119.607763861691,7143.396
40261,1.2545232,7119.725047770669,7143.5137
40262,1.2555753,7119.84622492144,7143.6353
40263,1.2552143,7119.963508830419,7143.753
40264,1.2552143,7120.08468598119,7143.8745
40265,1.2552143,7120.201969890169,7143.992
40266,1.2552143,7120.319253799147,7144.11
40267,1.2584212,7120.440430949919,7144.2314
40268,1.2584212,7120.557714858897,7144.349
40269,1.2571657,7120.674998767876,7144.467
40270,1.2571657,7120.796175918646,7144.5884
40271,1.2566905,7120.913459827626,7144.706
40272,1.2558352,7121.0346369783965,7144.8276
40273,1.2554673,7121.151920887375,7144.9453
40274,1.2542746,7121.269204796354,7145.063
40275,1.2540791,7121.390381947125,7145.1846
40276,1.2552962,7121.507665856104,7145.3022
40277,1.2552962,7121.624949765082,7145.42
40278,1.2552962,7121.746126915853,7145.5415
40279,1.2552962,7121.8634108248325,7145.659
40280,1.2532078,7121.984587975603,7145.781
40281,1.2532078,7122.101871884582,7145.8984
40282,1.2520627,7122.21915579356,7146.016
40283,1.2503899,7122.340332944332,7146.1377
40284,1.2503899,7122.45761685331,7146.2554
40285,1.2482116,7122.578794004081,7146.377
40286,1.2482116,7122.6960779130595,7146.4946
40287,1.2471703,7122.813361822039,7146.6123
40288,1.2462925,7122.93453897281,7146.734
40289,1.241732,7123.051822881788,7146.8516
40290,1.2392658,7123.169106790767,7146.969
40291,1.2392658,7123.290283941538,7147.091
40292,1.2392658,7123.40805450574,7147.209
40293,1.2392658,7123.529231656512,7147.3306
40294,1.2359345,7123.6465155654905,7147.448
40295,1.2359345,7123.763799474469,7147.566
40296,1.2364126,7123.88497662524,7147.6875
40297,1.2344862,7124.002260534219,7147.805
40298,1.23433,7124.119544443198,7147.923
40299,1.2329198,7124.240721593968,7148.0444
40300,1.2329198,7124.358005502947,7148.162
40301,1.2291224,7124.479182653718,7148.2837
40302,1.2291224,7124.596953217921,7148.402
40303,1.2241261,7124.7142371269,7148.5195
40304,1.2233042,7124.835414277671,7148.641
40305,1.2233042,7124.952698186649,7148.759
40306,1.2233042,7125.07387533742,7148.8804
40307,1.2233042,7125.191159246399,7148.998
40308,1.2222581,7125.308443155378,7149.1157
40309,1.2222581,7125.430106961373,7149.238
40310,1.2208657,7125.547390870352,7149.3555
40311,1.2208657,7125.66467477933,7149.473
40312,1.2190529,7125.785851930101,7149.5947
40313,1.2176802,7125.90313583908,7149.7124
40314,1.2176802,7126.024312989851,7149.834
40315,1.2154936,7126.142083554054,7149.952
40316,1.2154936,7126.2593674630325,7150.07
40317,1.2181172,7126.380544613803,7150.1914
40318,1.220545,7126.497828522782,7150.309
40319,1.220545,7126.615112431761,7150.427
40320,1.220545,7126.736289582532,7150.5483
40321,1.220545,7126.854060146735,7150.6665
40322,1.2226384,7126.975237297505,7150.788
40323,1.2226384,7127.092521206484,7150.906
40324,1.2210233,7127.209805115463,7151.0234
40325,1.2210233,7127.331468921458,7151.1455
40326,1.2227277,7127.448752830436,7151.263
40327,1.2243712,7127.566036739416,7151.381
40328,1.2243712,7127.687213890186,7151.5024
40329,1.2309923,7127.804497799165,7151.62
40330,1.2309923,7127.92616160516,7151.742
40331,1.2350544,7128.0434455141385,7151.86
40332,1.2372394,7128.160729423117,7151.9775
40333,1.2372394,7128.281906573889,7152.099
40334,1.2372394,7128.399677138091,7152.2173
40335,1.2372394,7128.520854288862,7152.339
40336,1.2389206,7128.638138197841,7152.4565
40337,1.2389206,7128.755422106819,7152.574
40338,1.2417996,7128.877085912814,7152.6963
40339,1.2417996,7128.994369821793,7152.814
40340,1.2433407,7129.111653730772,7152.9316
40341,1.243566,7129.233317536767,7153.0537
40342,1.2458639,7129.350601445745,7153.1714
40343,1.2481295,7129.471778596517,7153.293
40344,1.2495627,7129.589062505495,7153.4106
40345,1.2500024,7129.706833069698,7153.529
40346,1.2500024,7129.828010220469,7153.6504
40347,1.2500024,7129.945294129448,7153.768
40348,1.2500024,7130.063064693651,7153.886
40349,1.2489268,7130.184241844421,7154.008
40350,1.2489268,7130.3015257534,7154.1255
40351,1.2508862,7130.423189559395,7154.2476
40352,1.2513005,7130.540473468373,7154.365
40353,1.2513005,7130.657757377353,7154.483
40354,1.2500384,7130.779421183347,7154.605
40355,1.2500384,7130.896705092327,7154.7227
40356,1.2506375,7131.013989001305,7154.8403
40357,1.2492397,7131.1356528073,7154.9624
40358,1.2479385,7131.252936716279,7155.08
40359,1.2496451,7131.374113867049,7155.2017
40360,1.2496451,7131.491884431252,7155.32
40361,1.2496451,7131.609168340231,7155.4375
40362,1.2496451,7131.730345491002,7155.559
40363,1.2512673,7131.848116055205,7155.6772
40364,1.2512673,7131.969293205975,7155.799
40365,1.250303,7132.087063770178,7155.917
40366,1.2509533,7132.204347679157,7156.0347
40367,1.2509533,7132.325524829927,7156.1562
40368,1.2504258,7132.4432953941305,7156.2744
40369,1.2504258,7132.56057930311,7156.392
40370,1.2492466,7132.681756453881,7156.5137
40371,1.2492466,7132.799527018084,7156.632
40372,1.2500455,7132.920704168854,7156.7534
40373,1.2518574,7133.038474733057,7156.8716
40374,1.2518574,7133.155758642036,7156.9893
40375,1.2518574,7133.27742244803,7157.1113
40376,1.2518574,7133.394706357009,7157.229
40377,1.248972,7133.511990265988,7157.3467
40378,1.248972,7133.633654071983,7157.4688
40379,1.2483398,7133.750937980962,7157.5864
40380,1.2483398,7133.872601786957,7157.7085
40381,1.249596,7133.989885695935,7157.826
40382,1.2501446,7134.107656260138,7157.9443
40383,1.2501446,7134.228833410909,7158.066
40384,1.2502327,7134.3461173198875,7158.1836
40385,1.2502327,7134.463887884091,7158.302
40386,1.2499834,7134.585065034861,7158.4233
40387,1.2492592,7134.702835599064,7158.5415
40388,1.2492592,7134.824012749835,7158.663
40389,1.2492592,7134.941783314038,7158.7812
40390,1.2492592,7135.059067223016,7158.899
40391,1.24812,7135.180731029011,7159.021
40392,1.24812,7135.29801493799,7159.1387
40393,1.2502166,7135.419678743985,7159.2607
40394,1.2502166,7135.536962652964,7159.3784
40395,1.2496333,7135.654733217167,7159.4966
40396,1.2503517,7135.775910367937,7159.618
40397,1.2503517,7135.89368093214,7159.7363
40398,1.2503924,7136.010964841119,7159.854
40399,1.2503924,7136.132628647114,7159.976
40400,1.247279,7136.249912556093,7160.0938
40401,1.2479408,7136.371576362088,7160.216
40402,1.2479408,7136.488860271066,7160.3335
40403,1.2479408,7136.606630835269,7160.4517
40404,1.2479408,7136.72780798604,7160.573
40405,1.248967,7136.845578550243,7160.6914
40406,1.248967,7136.963349114446,7160.8096
40407,1.249249,7137.0845262652165,7160.931
40408,1.249249,7137.2022968294195,7161.0493
40409,1.248956,7137.32347398019,7161.171
40410,1.2500353,7137.441244544393,7161.289
40411,1.2506633,7137.558528453372,7161.4067
40412,1.2495711,7137.680192259367,7161.529
40413,1.2506957,7137.797476168345,7161.6465
40414,1.2538544,7137.9191399743395,7161.7686
40415,1.2538544,7138.0369105385425,7161.8867
40416,1.2538544,7138.154194447522,7162.0044
40417,1.2538544,7138.275858253516,7162.1265
40418,1.2545043,7138.393142162496,7162.244
40419,1.2545043,7138.510912726698,7162.3623
40420,1.2540015,7138.632576532693,7162.4844
40421,1.2515391,7138.749860441671,7162.602
40422,1.2515391,7138.8715242476665,7162.724
40423,1.2506484,7138.988808156645,7162.842
40424,1.2506484,7139.106578720848,7162.96
40425,1.2488078,7139.228242526843,7163.082
40426,1.2486203,7139.345526435822,7163.1997
40427,1.2464437,7139.463297000025,7163.318
40428,1.2435579,7139.584960806019,7163.44
40429,1.2435579,7139.702244714998,7163.5576
40430,1.2435579,7139.8239085209925,7163.6797
40431,1.2435579,7139.941679085196,7163.798
40432,1.2430542,7140.058962994174,7163.9155
40433,1.2430542,7140.180626800169,7164.0376
40434,1.241938,7140.297910709148,7164.1553
40435,1.2399738,7140.415681273351,7164.2734
40436,1.2399738,7140.537345079346,7164.3955
40437,1.2361321,7140.6546289883245,7164.513
40438,1.2361321,7140.7762927943195,7164.6353
40439,1.2303431,7140.8940633585225,7164.7534
40440,1.2303431,7141.011833922725,7164.8716
40441,1.224603,7141.133011073496,7164.993
40442,1.2206831,7141.250781637698,7165.1113
40443,1.2206831,7141.372445443693,7165.2334
40444,1.2206831,7141.489729352672,7165.351
40445,1.2206831,7141.607499916875,7165.469
40446,1.2208662,7141.72916372287,7165.5913
40447,1.2208662,7141.846447631849,7165.709
40448,1.2192285,7141.964218196052,7165.827
40449,1.2169466,7142.085882002046,7165.949
40450,1.2143149,7142.203652566249,7166.0674
40451,1.2132068,7142.324829717019,7166.189
40452,1.2132068,7142.442600281222,7166.307
40453,1.211014,7142.5603708454255,7166.4253
40454,1.211014,7142.6820346514205,7166.5474
40455,1.2114747,7142.799318560399,7166.665
40456,1.208025,7142.917089124602,7166.783
40457,1.208025,7143.038752930596,7166.9053
40458,1.208025,7143.156523494799,7167.0234
40459,1.208025,7143.27770064557,7167.145
40460,1.2062849,7143.395471209773,7167.263
40461,1.2062849,7143.513241773976,7167.3813
40462,1.2063217,7143.634905579971,7167.5034
40463,1.2063217,7143.75218948895,7167.621
40464,1.2093875,7143.869960053153,7167.7393
40465,1.2091869,7143.991623859147,7167.8613
40466,1.2091869,7144.10939442335,7167.9795
40467,1.2145333,7144.231058229345,7168.1016
40468,1.2145333,7144.3483421383235,7168.219
40469,1.2134694,7144.4661127025265,7168.3374
40470,1.2145779,7144.587776508521,7168.4595
40471,1.2145779,7144.705547072724,7168.5776
40472,1.2145779,7144.827210878719,7168.6997
40473,1.2145779,7144.944494787697,7168.8174
40474,1.2176793,7145.0622653519,7168.9355
40475,1.2176793,7145.183929157895,7169.0576
40476,1.2262658,7145.3016997220975,7169.176
40477,1.2262658,7145.419470286301,7169.294
40478,1.2276112,7145.541134092296,7169.416
40479,1.2296591,7145.658418001274,7169.5337
40480,1.2337396,7145.780081807269,7169.656
40481,1.2376046,7145.897852371472,7169.774
40482,1.2394509,7146.015622935674,7169.892
40483,1.2505819,7146.137286741669,7170.014
40484,1.2505819,7146.2550573058725,7170.1323
40485,1.2505819,7146.3728278700755,7170.2505
40486,1.2505819,7146.494005020846,7170.372
40487,1.2505819,7146.611775585049,7170.49
